CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
108,89,4,1,0,male,graduate degree,used interpreter,Sudan,child care provider,3-5 years,no plans to look for work,escape persecution,six months with family
108,89,4,2,1,male,4th grade,tried English but unable,Sudan,construction worker,1-2 years,will look for work,seek better job,many times as tourist
108,89,5,1,1,female,high school,fluent English,China,waiter,1-2 years,will look for work,seek better job,once w/o authorization
108,89,5,2,0,female,high school,fluent English,Iraq,construction worker,1-2 years,no plans to look for work,reunite with family,once w/o authorization
109,90,1,1,1,female,4th grade,tried English but unable,Sudan,waiter,none,contract with employer,escape persecution,many times as tourist
109,90,1,2,0,male,8th grade,fluent English,Philippines,child care provider,1-2 years,interviews with employer,reunite with family,many times as tourist
109,90,2,1,1,male,high school,broken English,France,teacher,none,interviews with employer,seek better job,once as tourist
109,90,2,2,0,male,high school,tried English but unable,Poland,waiter,5+ years,will look for work,seek better job,once w/o authorization
109,90,3,1,1,female,college degree,fluent English,Somalia,financial analyst,1-2 years,no plans to look for work,escape persecution,once as tourist
109,90,3,2,0,male,two-year college,tried English but unable,Philippines,doctor,none,no plans to look for work,seek better job,once as tourist
109,90,4,1,0,male,8th grade,used interpreter,Somalia,construction worker,3-5 years,will look for work,reunite with family,many times as tourist
109,90,4,2,1,female,college degree,tried English but unable,Sudan,computer programmer,1-2 years,contract with employer,escape persecution,never
109,90,5,1,1,male,two-year college,fluent English,Sudan,computer programmer,none,interviews with employer,seek better job,once as tourist
109,90,5,2,0,male,8th grade,used interpreter,Germany,nurse,5+ years,interviews with employer,seek better job,once w/o authorization
110,91,1,1,0,female,graduate degree,tried English but unable,Somalia,doctor,1-2 years,will look for work,seek better job,once w/o authorization
110,91,1,2,1,female,two-year college,fluent English,Somalia,nurse,3-5 years,contract with employer,escape persecution,many times as tourist
110,91,2,1,0,male,graduate degree,used interpreter,France,computer programmer,5+ years,no plans to look for work,reunite with family,many times as tourist
110,91,2,2,1,male,two-year college,tried English but unable,Philippines,construction worker,none,contract with employer,reunite with family,many times as tourist
110,91,3,1,1,female,8th grade,fluent English,Mexico,nurse,none,interviews with employer,seek better job,six months with family
110,91,3,2,0,male,8th grade,used interpreter,Somalia,construction worker,1-2 years,interviews with employer,reunite with family,six months with family
110,91,4,1,1,female,4th grade,fluent English,Mexico,nurse,1-2 years,contract with employer,reunite with family,never
110,91,4,2,0,male,two-year college,tried English but unable,Germany,doctor,3-5 years,will look for work,seek better job,once w/o authorization
110,91,5,1,1,male,4th grade,tried English but unable,Sudan,nurse,3-5 years,will look for work,reunite with family,once as tourist
110,91,5,2,0,female,two-year college,fluent English,China,waiter,3-5 years,no plans to look for work,reunite with family,once w/o authorization
111,92,1,1,1,male,college degree,broken English,Philippines,gardener,5+ years,will look for work,seek better job,many times as tourist
111,92,1,2,0,male,no formal,used interpreter,Philippines,construction worker,none,contract with employer,reunite with family,many times as tourist
111,92,2,1,0,female,college degree,fluent English,Somalia,computer programmer,none,will look for work,reunite with family,six months with family
111,92,2,2,1,female,graduate degree,fluent English,Germany,doctor,none,interviews with employer,reunite with family,never
111,92,3,1,1,male,college degree,tried English but unable,France,gardener,5+ years,will look for work,seek better job,many times as tourist
111,92,3,2,0,male,two-year college,broken English,China,research scientist,1-2 years,no plans to look for work,reunite with family,six months with family
111,92,4,1,0,male,no formal,fluent English,Sudan,gardener,3-5 years,no plans to look for work,seek better job,many times as tourist
111,92,4,2,1,female,two-year college,used interpreter,Germany,child care provider,none,no plans to look for work,seek better job,once as tourist
111,92,5,1,0,male,college degree,used interpreter,Iraq,teacher,5+ years,contract with employer,reunite with family,once w/o authorization
111,92,5,2,1,female,college degree,fluent English,France,teacher,3-5 years,interviews with employer,seek better job,six months with family
113,93,1,1,1,male,college degree,tried English but unable,France,teacher,3-5 years,interviews with employer,seek better job,once as tourist
113,93,1,2,0,female,8th grade,fluent English,Germany,gardener,1-2 years,interviews with employer,reunite with family,once w/o authorization
113,93,2,1,1,male,graduate degree,used interpreter,India,construction worker,3-5 years,contract with employer,reunite with family,six months with family
113,93,2,2,0,male,4th grade,used interpreter,Mexico,waiter,1-2 years,will look for work,seek better job,once as tourist
113,93,3,1,1,female,high school,tried English but unable,France,child care provider,3-5 years,contract with employer,reunite with family,many times as tourist
113,93,3,2,0,female,two-year college,tried English but unable,Philippines,computer programmer,1-2 years,no plans to look for work,seek better job,never
113,93,4,1,1,male,4th grade,broken English,Germany,nurse,none,interviews with employer,seek better job,once as tourist
113,93,4,2,0,female,graduate degree,broken English,Iraq,doctor,5+ years,interviews with employer,escape persecution,once w/o authorization
113,93,5,1,1,female,graduate degree,broken English,Somalia,nurse,1-2 years,contract with employer,reunite with family,once as tourist
113,93,5,2,0,female,college degree,tried English but unable,Somalia,child care provider,3-5 years,interviews with employer,reunite with family,once as tourist
114,94,1,1,0,female,high school,tried English but unable,Poland,janitor,none,no plans to look for work,reunite with family,once as tourist
114,94,1,2,1,female,no formal,broken English,Somalia,janitor,3-5 years,contract with employer,reunite with family,once w/o authorization
114,94,2,1,1,female,4th grade,tried English but unable,Germany,construction worker,none,contract with employer,seek better job,six months with family
114,94,2,2,0,female,no formal,broken English,Philippines,gardener,1-2 years,no plans to look for work,seek better job,once w/o authorization
114,94,3,1,0,female,4th grade,tried English but unable,Philippines,teacher,5+ years,no plans to look for work,seek better job,never
114,94,3,2,1,female,no formal,used interpreter,India,teacher,3-5 years,contract with employer,seek better job,many times as tourist
114,94,4,1,0,female,8th grade,broken English,Sudan,gardener,5+ years,will look for work,reunite with family,never
114,94,4,2,1,female,high school,used interpreter,Somalia,construction worker,1-2 years,will look for work,seek better job,once as tourist
114,94,5,1,0,female,college degree,tried English but unable,China,construction worker,5+ years,will look for work,escape persecution,once w/o authorization
114,94,5,2,1,male,8th grade,used interpreter,China,nurse,1-2 years,contract with employer,escape persecution,many times as tourist
115,95,1,1,1,female,8th grade,fluent English,Poland,janitor,5+ years,will look for work,reunite with family,never
115,95,1,2,0,female,high school,tried English but unable,Mexico,janitor,3-5 years,no plans to look for work,reunite with family,once as tourist
115,95,2,1,0,male,high school,tried English but unable,China,child care provider,5+ years,will look for work,seek better job,six months with family
115,95,2,2,1,female,4th grade,used interpreter,Philippines,nurse,3-5 years,no plans to look for work,seek better job,once as tourist
115,95,3,1,0,female,no formal,broken English,Poland,gardener,1-2 years,will look for work,reunite with family,six months with family
115,95,3,2,1,female,two-year college,fluent English,Mexico,research scientist,5+ years,contract with employer,reunite with family,never
115,95,4,1,0,male,high school,tried English but unable,Poland,gardener,5+ years,no plans to look for work,seek better job,many times as tourist
115,95,4,2,1,female,8th grade,tried English but unable,China,construction worker,5+ years,interviews with employer,escape persecution,never
115,95,5,1,0,male,8th grade,used interpreter,France,gardener,1-2 years,will look for work,seek better job,once as tourist
115,95,5,2,1,male,two-year college,fluent English,Germany,construction worker,1-2 years,interviews with employer,seek better job,once w/o authorization
116,96,1,1,1,female,college degree,broken English,Sudan,financial analyst,1-2 years,contract with employer,escape persecution,once w/o authorization
116,96,1,2,0,female,no formal,broken English,Iraq,nurse,3-5 years,no plans to look for work,reunite with family,many times as tourist
116,96,2,1,1,male,graduate degree,tried English but unable,Iraq,computer programmer,3-5 years,interviews with employer,reunite with family,six months with family
116,96,2,2,0,female,no formal,used interpreter,Mexico,janitor,1-2 years,contract with employer,reunite with family,many times as tourist
116,96,3,1,0,female,college degree,broken English,Sudan,doctor,1-2 years,contract with employer,reunite with family,six months with family
116,96,3,2,1,male,graduate degree,broken English,Somalia,doctor,5+ years,contract with employer,reunite with family,six months with family
116,96,4,1,0,male,two-year college,broken English,Somalia,nurse,none,contract with employer,reunite with family,never
116,96,4,2,1,female,college degree,used interpreter,India,computer programmer,3-5 years,will look for work,reunite with family,once as tourist
116,96,5,1,1,male,high school,fluent English,Sudan,gardener,1-2 years,will look for work,reunite with family,six months with family
116,96,5,2,0,male,8th grade,fluent English,Somalia,janitor,none,interviews with employer,escape persecution,once w/o authorization
117,97,1,1,1,male,high school,broken English,Philippines,waiter,1-2 years,interviews with employer,reunite with family,six months with family
117,97,1,2,0,male,two-year college,broken English,Somalia,computer programmer,5+ years,interviews with employer,seek better job,once w/o authorization
117,97,2,1,0,male,graduate degree,used interpreter,Poland,nurse,3-5 years,will look for work,seek better job,once w/o authorization
117,97,2,2,1,female,8th grade,tried English but unable,France,construction worker,1-2 years,will look for work,reunite with family,once as tourist
117,97,3,1,0,male,no formal,tried English but unable,Mexico,waiter,none,contract with employer,reunite with family,six months with family
117,97,3,2,1,female,two-year college,used interpreter,Philippines,computer programmer,1-2 years,no plans to look for work,seek better job,never
117,97,4,1,1,male,high school,fluent English,India,construction worker,5+ years,contract with employer,reunite with family,six months with family
117,97,4,2,0,female,two-year college,tried English but unable,Somalia,doctor,1-2 years,interviews with employer,escape persecution,six months with family
117,97,5,1,0,female,8th grade,broken English,Germany,teacher,1-2 years,no plans to look for work,seek better job,once w/o authorization
117,97,5,2,1,female,graduate degree,fluent English,Mexico,teacher,3-5 years,interviews with employer,seek better job,many times as tourist
118,98,1,1,1,male,8th grade,used interpreter,Germany,waiter,1-2 years,interviews with employer,seek better job,many times as tourist
118,98,1,2,0,female,no formal,used interpreter,Somalia,teacher,1-2 years,will look for work,reunite with family,many times as tourist
118,98,2,1,0,male,high school,tried English but unable,Somalia,gardener,5+ years,will look for work,reunite with family,once w/o authorization
118,98,2,2,1,male,4th grade,broken English,Mexico,nurse,1-2 years,no plans to look for work,reunite with family,once as tourist
118,98,3,1,0,male,high school,fluent English,Germany,child care provider,1-2 years,no plans to look for work,reunite with family,never
118,98,3,2,1,male,college degree,broken English,France,gardener,none,interviews with employer,reunite with family,six months with family
118,98,4,1,1,female,college degree,used interpreter,Mexico,janitor,1-2 years,no plans to look for work,seek better job,once as tourist
118,98,4,2,0,male,graduate degree,used interpreter,Philippines,computer programmer,3-5 years,contract with employer,seek better job,never
118,98,5,1,0,male,4th grade,tried English but unable,India,janitor,5+ years,will look for work,seek better job,once w/o authorization
118,98,5,2,1,female,college degree,used interpreter,India,teacher,1-2 years,contract with employer,seek better job,never
119,99,1,1,1,male,two-year college,used interpreter,Somalia,nurse,none,interviews with employer,reunite with family,once as tourist
119,99,1,2,0,female,8th grade,broken English,Iraq,janitor,3-5 years,contract with employer,seek better job,six months with family
119,99,2,1,1,female,no formal,used interpreter,Poland,nurse,1-2 years,interviews with employer,seek better job,many times as tourist
119,99,2,2,0,female,college degree,fluent English,China,janitor,1-2 years,will look for work,seek better job,never
119,99,3,1,0,female,graduate degree,fluent English,Sudan,nurse,3-5 years,interviews with employer,escape persecution,six months with family
119,99,3,2,1,male,8th grade,broken English,Germany,gardener,3-5 years,contract with employer,seek better job,once w/o authorization
119,99,4,1,0,male,two-year college,tried English but unable,Poland,construction worker,3-5 years,will look for work,seek better job,never
119,99,4,2,1,male,graduate degree,fluent English,Mexico,child care provider,5+ years,contract with employer,reunite with family,six months with family
119,99,5,1,1,female,college degree,broken English,Poland,janitor,3-5 years,contract with employer,reunite with family,many times as tourist
119,99,5,2,0,female,two-year college,broken English,India,construction worker,5+ years,will look for work,seek better job,never
120,100,1,1,0,female,8th grade,broken English,Sudan,teacher,5+ years,will look for work,seek better job,once w/o authorization
120,100,1,2,1,female,two-year college,broken English,Mexico,computer programmer,3-5 years,no plans to look for work,seek better job,once as tourist
120,100,2,1,0,male,graduate degree,tried English but unable,Philippines,janitor,5+ years,no plans to look for work,reunite with family,once w/o authorization
120,100,2,2,1,female,graduate degree,broken English,Sudan,financial analyst,5+ years,interviews with employer,seek better job,once as tourist
120,100,3,1,0,male,no formal,used interpreter,Germany,janitor,5+ years,no plans to look for work,reunite with family,six months with family
120,100,3,2,1,female,college degree,used interpreter,Iraq,construction worker,1-2 years,contract with employer,seek better job,six months with family
120,100,4,1,0,female,high school,tried English but unable,India,construction worker,none,interviews with employer,seek better job,six months with family
120,100,4,2,1,female,college degree,fluent English,China,computer programmer,none,no plans to look for work,reunite with family,once w/o authorization
120,100,5,1,1,male,high school,fluent English,India,teacher,3-5 years,will look for work,reunite with family,many times as tourist
120,100,5,2,0,female,graduate degree,broken English,Mexico,doctor,none,no plans to look for work,reunite with family,many times as tourist
121,101,1,1,1,female,college degree,broken English,Philippines,child care provider,5+ years,no plans to look for work,reunite with family,never
121,101,1,2,0,female,no formal,used interpreter,Germany,waiter,1-2 years,interviews with employer,reunite with family,never
121,101,2,1,0,male,no formal,fluent English,Philippines,nurse,none,no plans to look for work,reunite with family,once w/o authorization
121,101,2,2,1,male,no formal,broken English,Philippines,janitor,1-2 years,will look for work,reunite with family,six months with family
121,101,3,1,1,male,high school,fluent English,France,janitor,1-2 years,will look for work,seek better job,once as tourist
121,101,3,2,0,female,4th grade,tried English but unable,Mexico,child care provider,none,no plans to look for work,seek better job,once w/o authorization
121,101,4,1,1,female,8th grade,fluent English,Philippines,child care provider,5+ years,will look for work,seek better job,once as tourist
121,101,4,2,0,female,high school,fluent English,Iraq,janitor,3-5 years,will look for work,escape persecution,never
121,101,5,1,1,female,college degree,broken English,Philippines,financial analyst,1-2 years,will look for work,reunite with family,many times as tourist
121,101,5,2,0,male,no formal,broken English,China,child care provider,3-5 years,no plans to look for work,seek better job,once as tourist
122,102,1,1,0,female,two-year college,tried English but unable,France,construction worker,3-5 years,interviews with employer,reunite with family,never
122,102,1,2,1,female,graduate degree,broken English,Somalia,gardener,1-2 years,contract with employer,seek better job,many times as tourist
122,102,2,1,0,male,no formal,broken English,Poland,nurse,1-2 years,will look for work,reunite with family,once w/o authorization
122,102,2,2,1,male,graduate degree,fluent English,Somalia,janitor,none,contract with employer,seek better job,many times as tourist
122,102,3,1,1,male,8th grade,tried English but unable,Sudan,gardener,none,contract with employer,seek better job,many times as tourist
122,102,3,2,0,female,no formal,broken English,Mexico,nurse,5+ years,interviews with employer,seek better job,six months with family
122,102,4,1,0,female,no formal,used interpreter,Poland,construction worker,1-2 years,contract with employer,reunite with family,many times as tourist
122,102,4,2,1,male,college degree,fluent English,Iraq,janitor,1-2 years,contract with employer,seek better job,never
122,102,5,1,0,male,8th grade,fluent English,Iraq,waiter,3-5 years,will look for work,seek better job,never
122,102,5,2,1,female,graduate degree,used interpreter,Poland,research scientist,1-2 years,contract with employer,seek better job,once as tourist
123,103,1,1,1,female,high school,fluent English,Poland,gardener,none,will look for work,reunite with family,once as tourist
123,103,1,2,0,female,college degree,used interpreter,France,financial analyst,none,interviews with employer,seek better job,six months with family
123,103,2,1,1,female,4th grade,used interpreter,India,teacher,1-2 years,no plans to look for work,seek better job,once as tourist
123,103,2,2,0,female,two-year college,used interpreter,Germany,child care provider,none,contract with employer,seek better job,once w/o authorization
123,103,3,1,0,male,two-year college,used interpreter,China,research scientist,none,no plans to look for work,reunite with family,never
123,103,3,2,1,female,two-year college,used interpreter,Somalia,janitor,1-2 years,interviews with employer,escape persecution,once as tourist
123,103,4,1,1,male,two-year college,broken English,Somalia,doctor,5+ years,interviews with employer,escape persecution,many times as tourist
123,103,4,2,0,female,no formal,broken English,Philippines,gardener,none,will look for work,reunite with family,many times as tourist
123,103,5,1,1,female,college degree,broken English,Iraq,research scientist,3-5 years,will look for work,escape persecution,never
123,103,5,2,0,female,graduate degree,fluent English,France,teacher,5+ years,interviews with employer,reunite with family,never
125,104,1,1,1,male,4th grade,tried English but unable,Mexico,janitor,none,interviews with employer,reunite with family,once w/o authorization
125,104,1,2,0,female,college degree,used interpreter,Poland,waiter,none,no plans to look for work,reunite with family,many times as tourist
125,104,2,1,1,female,two-year college,tried English but unable,Germany,computer programmer,1-2 years,interviews with employer,seek better job,never
125,104,2,2,0,female,no formal,used interpreter,Poland,teacher,none,no plans to look for work,seek better job,once w/o authorization
125,104,3,1,0,female,8th grade,fluent English,Iraq,teacher,1-2 years,contract with employer,reunite with family,six months with family
125,104,3,2,1,male,8th grade,used interpreter,Poland,gardener,1-2 years,will look for work,reunite with family,never
125,104,4,1,0,male,two-year college,fluent English,Poland,gardener,5+ years,will look for work,reunite with family,six months with family
125,104,4,2,1,female,high school,tried English but unable,China,nurse,3-5 years,will look for work,escape persecution,once as tourist
125,104,5,1,1,female,two-year college,fluent English,Mexico,janitor,5+ years,interviews with employer,seek better job,once w/o authorization
125,104,5,2,0,male,two-year college,broken English,France,computer programmer,5+ years,contract with employer,seek better job,six months with family
126,105,1,1,1,female,8th grade,fluent English,Germany,gardener,none,contract with employer,seek better job,never
126,105,1,2,0,male,graduate degree,used interpreter,India,child care provider,5+ years,no plans to look for work,seek better job,once as tourist
126,105,2,1,1,female,high school,broken English,France,construction worker,3-5 years,contract with employer,reunite with family,never
126,105,2,2,0,female,college degree,fluent English,India,teacher,none,will look for work,reunite with family,once w/o authorization
126,105,3,1,1,female,8th grade,tried English but unable,Poland,child care provider,none,no plans to look for work,seek better job,once as tourist
126,105,3,2,0,male,graduate degree,used interpreter,France,financial analyst,3-5 years,interviews with employer,reunite with family,six months with family
126,105,4,1,0,female,high school,broken English,France,nurse,1-2 years,will look for work,seek better job,never
126,105,4,2,1,male,8th grade,fluent English,Somalia,teacher,1-2 years,contract with employer,seek better job,once w/o authorization
126,105,5,1,0,female,4th grade,used interpreter,India,child care provider,3-5 years,will look for work,reunite with family,many times as tourist
126,105,5,2,1,female,graduate degree,tried English but unable,China,waiter,none,contract with employer,seek better job,never
127,106,1,1,0,male,8th grade,tried English but unable,Germany,waiter,1-2 years,will look for work,reunite with family,six months with family
127,106,1,2,1,female,4th grade,fluent English,Germany,nurse,3-5 years,will look for work,seek better job,once as tourist
127,106,2,1,1,female,no formal,tried English but unable,China,construction worker,5+ years,contract with employer,reunite with family,once w/o authorization
127,106,2,2,0,male,4th grade,broken English,France,nurse,none,will look for work,reunite with family,once w/o authorization
127,106,3,1,1,female,no formal,fluent English,China,gardener,1-2 years,contract with employer,reunite with family,never
127,106,3,2,0,male,college degree,broken English,India,gardener,3-5 years,will look for work,reunite with family,six months with family
127,106,4,1,0,male,no formal,broken English,Iraq,janitor,5+ years,interviews with employer,reunite with family,once w/o authorization
127,106,4,2,1,male,two-year college,fluent English,Sudan,teacher,5+ years,contract with employer,escape persecution,many times as tourist
127,106,5,1,1,female,4th grade,fluent English,India,janitor,3-5 years,interviews with employer,seek better job,never
127,106,5,2,0,female,no formal,used interpreter,Philippines,janitor,3-5 years,no plans to look for work,seek better job,never
128,107,1,1,1,female,graduate degree,tried English but unable,Mexico,doctor,3-5 years,will look for work,seek better job,many times as tourist
128,107,1,2,0,female,4th grade,used interpreter,Mexico,gardener,1-2 years,no plans to look for work,seek better job,many times as tourist
128,107,2,1,0,male,4th grade,used interpreter,Iraq,waiter,5+ years,interviews with employer,escape persecution,six months with family
128,107,2,2,1,male,college degree,fluent English,Mexico,construction worker,3-5 years,will look for work,reunite with family,six months with family
128,107,3,1,0,female,8th grade,tried English but unable,Iraq,teacher,5+ years,contract with employer,reunite with family,once w/o authorization
128,107,3,2,1,male,graduate degree,fluent English,China,nurse,3-5 years,will look for work,seek better job,six months with family
128,107,4,1,0,female,graduate degree,tried English but unable,China,waiter,5+ years,will look for work,seek better job,many times as tourist
128,107,4,2,1,female,college degree,broken English,India,child care provider,1-2 years,will look for work,seek better job,six months with family
128,107,5,1,1,male,graduate degree,broken English,China,gardener,3-5 years,will look for work,reunite with family,six months with family
128,107,5,2,0,female,4th grade,used interpreter,Poland,janitor,5+ years,will look for work,reunite with family,once w/o authorization
129,108,1,1,1,female,high school,tried English but unable,India,nurse,3-5 years,will look for work,reunite with family,once as tourist
129,108,1,2,0,male,no formal,fluent English,Poland,gardener,none,no plans to look for work,seek better job,once w/o authorization
129,108,2,1,1,female,4th grade,used interpreter,Mexico,waiter,1-2 years,interviews with employer,seek better job,once w/o authorization
129,108,2,2,0,male,college degree,fluent English,Mexico,teacher,5+ years,will look for work,seek better job,many times as tourist
129,108,3,1,1,female,graduate degree,tried English but unable,China,computer programmer,5+ years,no plans to look for work,seek better job,six months with family
129,108,3,2,0,male,4th grade,used interpreter,India,janitor,5+ years,will look for work,reunite with family,once as tourist
129,108,4,1,1,female,graduate degree,tried English but unable,Germany,janitor,1-2 years,interviews with employer,reunite with family,six months with family
129,108,4,2,0,male,high school,tried English but unable,Germany,construction worker,none,no plans to look for work,reunite with family,six months with family
129,108,5,1,0,female,graduate degree,fluent English,France,computer programmer,3-5 years,no plans to look for work,seek better job,once w/o authorization
129,108,5,2,1,male,graduate degree,fluent English,Poland,nurse,none,interviews with employer,reunite with family,never
131,109,1,1,0,male,two-year college,used interpreter,Poland,child care provider,5+ years,interviews with employer,reunite with family,once as tourist
131,109,1,2,1,female,college degree,broken English,Sudan,computer programmer,1-2 years,will look for work,escape persecution,many times as tourist
131,109,2,1,0,female,college degree,fluent English,Mexico,gardener,1-2 years,contract with employer,reunite with family,many times as tourist
131,109,2,2,1,male,high school,fluent English,Philippines,waiter,5+ years,will look for work,reunite with family,many times as tourist
131,109,3,1,1,male,two-year college,tried English but unable,Iraq,computer programmer,1-2 years,interviews with employer,escape persecution,never
131,109,3,2,0,male,high school,broken English,Somalia,nurse,none,no plans to look for work,escape persecution,once w/o authorization
131,109,4,1,1,male,high school,tried English but unable,China,child care provider,3-5 years,will look for work,reunite with family,six months with family
131,109,4,2,0,male,4th grade,fluent English,Mexico,janitor,3-5 years,contract with employer,seek better job,never
131,109,5,1,1,female,college degree,broken English,Poland,teacher,3-5 years,no plans to look for work,seek better job,once w/o authorization
131,109,5,2,0,male,high school,tried English but unable,Somalia,child care provider,none,no plans to look for work,reunite with family,never
133,110,1,1,1,female,two-year college,broken English,France,construction worker,3-5 years,interviews with employer,seek better job,many times as tourist
133,110,1,2,0,female,no formal,fluent English,Philippines,waiter,3-5 years,interviews with employer,reunite with family,never
133,110,2,1,1,male,graduate degree,broken English,Poland,teacher,5+ years,no plans to look for work,reunite with family,never
133,110,2,2,0,male,high school,used interpreter,Philippines,nurse,5+ years,contract with employer,seek better job,once w/o authorization
133,110,3,1,1,female,college degree,broken English,India,child care provider,none,will look for work,seek better job,many times as tourist
133,110,3,2,0,male,college degree,broken English,France,financial analyst,1-2 years,will look for work,seek better job,once w/o authorization
133,110,4,1,0,female,two-year college,broken English,Germany,computer programmer,none,no plans to look for work,reunite with family,once w/o authorization
133,110,4,2,1,male,two-year college,fluent English,Germany,gardener,none,no plans to look for work,seek better job,many times as tourist
133,110,5,1,1,male,high school,tried English but unable,Germany,waiter,1-2 years,no plans to look for work,seek better job,six months with family
133,110,5,2,0,female,8th grade,used interpreter,Poland,construction worker,1-2 years,interviews with employer,seek better job,once as tourist
134,111,1,1,1,male,8th grade,broken English,Iraq,teacher,none,interviews with employer,reunite with family,never
134,111,1,2,0,male,graduate degree,tried English but unable,Germany,research scientist,1-2 years,will look for work,reunite with family,never
134,111,2,1,0,male,no formal,broken English,Poland,gardener,1-2 years,interviews with employer,seek better job,many times as tourist
134,111,2,2,1,female,two-year college,used interpreter,Somalia,construction worker,none,contract with employer,reunite with family,many times as tourist
134,111,3,1,1,male,college degree,tried English but unable,Sudan,waiter,5+ years,interviews with employer,reunite with family,never
134,111,3,2,0,male,two-year college,used interpreter,India,nurse,none,interviews with employer,seek better job,many times as tourist
134,111,4,1,0,female,4th grade,broken English,Sudan,janitor,none,interviews with employer,seek better job,never
134,111,4,2,1,male,graduate degree,used interpreter,Somalia,doctor,3-5 years,no plans to look for work,escape persecution,many times as tourist
134,111,5,1,1,female,8th grade,used interpreter,Philippines,teacher,1-2 years,will look for work,seek better job,once as tourist
134,111,5,2,0,female,no formal,used interpreter,Germany,waiter,3-5 years,no plans to look for work,seek better job,many times as tourist
135,112,1,1,1,male,8th grade,broken English,Somalia,janitor,none,no plans to look for work,escape persecution,once w/o authorization
135,112,1,2,0,male,no formal,used interpreter,China,waiter,1-2 years,no plans to look for work,escape persecution,never
135,112,2,1,0,male,college degree,used interpreter,China,nurse,5+ years,no plans to look for work,seek better job,once w/o authorization
135,112,2,2,1,male,8th grade,fluent English,China,construction worker,5+ years,will look for work,seek better job,once w/o authorization
135,112,3,1,1,female,graduate degree,fluent English,France,nurse,1-2 years,interviews with employer,reunite with family,six months with family
135,112,3,2,0,male,two-year college,used interpreter,Germany,waiter,1-2 years,will look for work,reunite with family,many times as tourist
135,112,4,1,0,male,high school,used interpreter,Mexico,janitor,5+ years,no plans to look for work,reunite with family,many times as tourist
135,112,4,2,1,female,4th grade,used interpreter,Iraq,nurse,none,contract with employer,reunite with family,never
135,112,5,1,0,female,high school,tried English but unable,India,teacher,none,interviews with employer,seek better job,six months with family
135,112,5,2,1,female,graduate degree,fluent English,India,gardener,3-5 years,interviews with employer,reunite with family,once w/o authorization
136,113,1,1,1,male,two-year college,fluent English,Iraq,computer programmer,3-5 years,interviews with employer,escape persecution,many times as tourist
136,113,1,2,0,female,8th grade,broken English,Sudan,gardener,5+ years,interviews with employer,seek better job,never
136,113,2,1,0,male,two-year college,fluent English,Poland,gardener,none,interviews with employer,reunite with family,never
136,113,2,2,1,female,two-year college,tried English but unable,Sudan,gardener,5+ years,contract with employer,seek better job,once as tourist
136,113,3,1,0,male,high school,fluent English,Sudan,gardener,5+ years,no plans to look for work,reunite with family,many times as tourist
136,113,3,2,1,female,high school,broken English,India,waiter,1-2 years,will look for work,reunite with family,many times as tourist
136,113,4,1,1,female,graduate degree,broken English,India,janitor,5+ years,contract with employer,seek better job,once as tourist
136,113,4,2,0,male,college degree,used interpreter,France,gardener,3-5 years,will look for work,seek better job,once w/o authorization
136,113,5,1,0,male,college degree,used interpreter,Poland,financial analyst,5+ years,will look for work,seek better job,many times as tourist
136,113,5,2,1,male,two-year college,tried English but unable,Mexico,computer programmer,1-2 years,no plans to look for work,seek better job,many times as tourist
137,114,1,1,0,female,high school,tried English but unable,Philippines,janitor,1-2 years,interviews with employer,reunite with family,once w/o authorization
137,114,1,2,1,male,graduate degree,fluent English,Mexico,research scientist,5+ years,contract with employer,seek better job,never
137,114,2,1,0,male,two-year college,fluent English,Poland,computer programmer,3-5 years,no plans to look for work,seek better job,never
137,114,2,2,1,male,4th grade,fluent English,Iraq,construction worker,none,contract with employer,reunite with family,once w/o authorization
137,114,3,1,0,male,high school,used interpreter,Iraq,construction worker,3-5 years,will look for work,seek better job,many times as tourist
137,114,3,2,1,female,college degree,fluent English,China,nurse,3-5 years,no plans to look for work,reunite with family,six months with family
137,114,4,1,1,male,two-year college,fluent English,Somalia,financial analyst,1-2 years,no plans to look for work,reunite with family,once w/o authorization
137,114,4,2,0,female,college degree,broken English,Sudan,janitor,none,no plans to look for work,seek better job,once w/o authorization
137,114,5,1,1,male,college degree,broken English,Germany,financial analyst,3-5 years,will look for work,seek better job,once w/o authorization
137,114,5,2,0,male,graduate degree,fluent English,France,doctor,1-2 years,no plans to look for work,seek better job,many times as tourist
138,115,1,1,1,female,high school,tried English but unable,India,janitor,5+ years,interviews with employer,seek better job,six months with family
138,115,1,2,0,male,4th grade,tried English but unable,Sudan,waiter,1-2 years,interviews with employer,escape persecution,once as tourist
138,115,2,1,1,female,two-year college,fluent English,India,waiter,3-5 years,will look for work,seek better job,six months with family
138,115,2,2,0,female,high school,broken English,China,child care provider,3-5 years,will look for work,seek better job,once w/o authorization
138,115,3,1,0,female,4th grade,broken English,Mexico,child care provider,1-2 years,no plans to look for work,reunite with family,never
138,115,3,2,1,female,no formal,broken English,Germany,construction worker,5+ years,contract with employer,seek better job,many times as tourist
138,115,4,1,0,male,high school,tried English but unable,India,child care provider,5+ years,interviews with employer,reunite with family,once w/o authorization
138,115,4,2,1,male,graduate degree,fluent English,Philippines,financial analyst,3-5 years,interviews with employer,reunite with family,once w/o authorization
